Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Кафе,,Кафе,"Восточная улица, 4а ст4",1 этаж,115280,,Даниловский,Москва,,Москва,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,5.0,1,89252509225,,,,,,,,,,,,,,,,,,70000001103366812,55.715723,37.657968,70030076203324222,ФОК Торпедо,,1,70000001103366811,Кафе,Кафе,Кафе,cafe,1,10,2026-02-13T11:44:54Z,,0,32,https://2gis.com/firm/70000001103366812,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кахетия,хинкальная,Кафе; Доставка еды,"Коктебельская улица, 4а",цокольный этаж,117216,,Северное Бутово,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,4.1,41,84957149954,,,,,http://kahetia.cafe,,,,,,,,,,,,,70000001018954306,55.565662,37.584217,4504235282728475,,,1,70000001018954305,Кахетия,хинкальная,Доставка еды,cafe,2,40,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001018954306,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Веранда,кафе,Кафе,"посёлок Горки-10, 10/3",,143032,,,,Одинцовский городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.9,15,89651381010 (администратор),84991106463 (банкетная служба),,,,http://t.me/mg_hotels_group,,,,,,,,,,https://t.me/rublevka_village,,,70000001078514873,55.706049,37.027375,70030076143995089,,,1,70000001078514872,Веранда,кафе,Кафе,cafe,1,2,2026-06-04T17:35:35Z,,0,32,https://2gis.com/firm/70000001078514873,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Prolunch,кафе,Кафе,"Каширское шоссе, 3 к2 ст9",1 этаж; за турникетами,115230,,Нагатино-Садовники,Москва,,Москва,Россия,Пн: 11:00-16:30; Вт: 11:00-16:30; Ср: 11:00-16:30; Чт: 11:00-16:30; Пт: 11:00-16:30,+03:00,,,89250027464,,,,,http://prolunch.ru,,,,,https://wa.me/79250027464,,,,,https://t.me/prolunch,,,70000001047724570,55.671933,37.631546,4504235282613395,,,6,70000001047724569,Prolunch,кафе,Кафе,cafe,1,16,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001047724570,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Шашлык-Машлык,бистро,Кафе,"Тихорецкий бульвар, 1",4 линия; 2 этаж,109559,,Люблино,Москва,,Москва,Россия,Пн: 07:20-18:00; Вт: 07:20-18:00; Ср: 07:20-18:00; Чт: 07:20-18:00; Пт: 07:20-18:00; Сб: 07:20-18:00; Вс: 07:20-18:00,+03:00,3.0,4,84953598282,84953598200,,,,http://shashlyk71.ru,,,,,,,,,,,,,70000001082832233,55.673072,37.783901,4504235282602271,,70030076493346951,1,70000001067419716,Шашлык-Машлык,бистро,Кафе,cafe,1,15,2026-03-26T12:41:14Z,,0,32,https://2gis.com/firm/70000001082832233,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Плов центр,,Кафе; Доставка еды,"Центральная улица, 25/1",,119027,Внуково пос.,Внуково,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.0,23,89162181185,,,,,http://plov-centr.ru,,,,,https://wa.me/79105856817,,,,,https://t.me/+79105856817,,,70000001068534053,55.615051,37.282678,70030076479925038,,,3,70000001042045103,Плов центр,Плов центр,Кафе,cafe,2,9,2025-10-15T06:45:31Z,,0,32,https://2gis.com/firm/70000001068534053,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Луна,кафе,Кафе; Доставка еды,,,141070,Новые Подлипки м-н,,Королёв,Королёв городской округ,Московская область,Россия,Пн: 12:00-03:00; Вт: 12:00-03:00; Ср: 12:00-03:00; Чт: 12:00-03:00; Пт: 12:00-05:00; Сб: 14:00-05:00; Вс: 14:00-05:00,+03:00,4.0,2,89671158080,,,,,,,,,https://vk.com/club156543686,https://wa.me/79671158080,,,,,,,,70000001063213594,55.916969,37.842243,4504235306590069,,,1,70000001063213593,Луна,кафе,Кафе,cafe,2,34,2026-05-04T19:14:43Z,,0,32,https://2gis.com/firm/70000001063213594,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Bò34,вьетнамское кафе,Кафе; Доставка еды,"2-й Грайвороновский проезд, 44 к3",1 этаж,109518,,Рязанский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.1,6,89645688686,,,,,,,,,,,,,,,,,,70000001101467410,55.727121,37.750416,70030076194632993,,,1,70000001101467409,Bò34,вьетнамское кафе,Доставка еды,cafe,2,26,2026-04-18T13:32:45Z,,0,32,https://2gis.com/firm/70000001101467410,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Дача,семейное кафе,Кафе,"улица Главного Конструктора В.И. Адасько, 11",1 этаж,143500,,,Истра,Истра муниципальный округ,Московская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 12:00-21:00,+03:00,4.6,30,84983131380 (единая справочная: пн-вс 12:00-20:00),89104215742 (единая справочная: пн-вс 12:00-20:00),,,,http://coffeedacha.ru,,,,https://vk.com/coffee_dacha,,,,,,https://t.me/coffee_dacha,,,70000001028437662,55.913054,36.860932,4504235283076929,,,7,70000001031450783,Дача,кофейня,Кафе,cafe,1,22,2026-05-27T10:22:55Z,,0,32,https://2gis.com/firm/70000001028437662,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Полная кружка,пивной бар,Кафе; Бары,"Люблинская улица, 163",1 этаж,109341,,Марьино,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00,+03:00,3.2,16,84953479829,,,,,http://polnayakruzhka.ru,,,,https://vk.com/kruchkapab,,,,,,,,,4504127908385133,55.651355,37.74432,4504235282536572,,,3,4504136498296369,Полная кружка,пивной бар,Бары,bar,2,21,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127908385133,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Lilit,кофейня,Кафе; Кофейни,"улица Лётчика Ларюшина, 6 к1",1 этаж,140003,,,Люберцы,Люберцы городской округ,Московская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.9,54,84956479956,89251745010,89032749956,,,http://t.me/konditerskayalilit,,,,,https://wa.me/79251745010,,,,,,,,70000001083331613,55.677634,37.865483,70030076191297813,,,1,70000001083331612,Lilit,кофейня,Кафе,cafe,2,43,2026-05-07T12:14:14Z,,0,32,https://2gis.com/firm/70000001083331613,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Твой дом,кафе,Кафе; Столовые,"Осташковское шоссе, вл2 ст1",1 этаж,141031,,,Мытищи,Мытищи городской округ,Московская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.2,6,84952361307,,,,,,,,,,,,,,,,,,70000001032992252,55.899233,37.674543,4504235295587719,Твой Дом,70030076266434733,5,70000001032992251,Твой дом,кафе,Столовые,food_service,2,12,2026-06-18T18:05:20Z,,0,32,https://2gis.com/firm/70000001032992252,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Ля ты Пицца,,Кафе; Пиццерии,"Просторная улица, 5",,143441,,,,Красногорск городской округ,Московская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.1,11,89266930047,,,,,,,,,https://vk.com/club226298411,https://wa.me/79266930047,,,,,https://t.me/+79266930047,,,70000001089800050,55.86558,37.39085,70030076214929240,,,1,70000001089800049,Ля ты Пицца,,Пиццерии,pizza,2,30,2025-10-06T11:19:25Z,,0,32,https://2gis.com/firm/70000001089800050,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Мастер гурмэ,кафе-кулинария,Кафе; Кейтеринг; Кондитерские изделия; Кофейни,"Часовая улица, 20",1 этаж; холл больницы РЖД-Медицина,125315,,Аэропорт,Москва,,Москва,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+03:00,4.7,1,84952522202,,,,,http://mastergourmet.ru,,,,,,,,,,,,,70000001060205322,55.810584,37.529891,4504235282579988,,,7,70000001060205321,Мастер гурмэ,кафе-кулинария,Кейтеринг,cafe,4,22,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001060205322,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Автомир,кафе,Кафе,"Ярославское шоссе, 7",2 этаж,129337,,Ярославский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,,,,,,,,,,,,,,,,,,,,,70000001112844885,55.853854,37.679642,4504235283019727,,,1,70000001112844884,Автомир,кафе,Кафе,cafe,1,15,2026-03-23T09:12:32Z,,0,32,https://2gis.com/firm/70000001112844885,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Очаг,кафе,Кафе; Доставка еды,"1-й Советский переулок, ст29",,141100,,,Щёлково,Щёлково городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.7,3,89263456096,89264693537,,,,,,,,,https://wa.me/79263456096,https://wa.me/79264693537,,,,,,,4504127916054678,55.91962,38.01143,4504235282672637,,,1,4504136499366626,Очаг,кафе,Кафе,cafe,2,33,2025-11-20T13:50:51Z,,0,32,https://2gis.com/firm/4504127916054678,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
here sushi,суши-бар,Кафе; Суши-бары; Доставка еды,"Полярная улица, 25 к2",,127081,,Южное Медведково,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.5,7,89933683063,,,,,http://heresushi.ru,,,,,,,,,,,,,70000001103418818,55.881588,37.635513,70030076356816248,,,2,70000001043510877,here sushi,суши-бар,Суши-бары,sushi,3,8,2026-06-17T14:26:26Z,,0,32,https://2gis.com/firm/70000001103418818,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Халяль,кафе,Кафе,"Клязьминская улица, 4",,125412,,Дмитровский,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.1,6,89850053232,,,,,,,,,,,,,,,,,,70000001103608515,55.883954,37.52005,4504235282531478,,,1,70000001103608514,Халяль,кафе,Кафе,cafe,1,3,2026-04-21T14:02:46Z,,0,32,https://2gis.com/firm/70000001103608515,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Манас,чайхана,Кафе,"Ярославское шоссе, 10",,129337,,Ярославский,Москва,,Москва,Россия,Пн: 09:00-02:00; Вт: 09:00-02:00; Ср: 09:00-02:00; Чт: 09:00-02:00; Пт: 09:00-02:00; Сб: 09:00-02:00; Вс: 09:00-02:00,+03:00,2.0,13,89030068808,89152858422,,,,,,,,,https://wa.me/79152858422,,,,,,,,70000001076250162,55.85326,37.681314,4504235282574434,,,1,70000001076250161,Манас,чайхана,Кафе,cafe,1,20,2026-04-24T14:13:27Z,,0,32,https://2gis.com/firm/70000001076250162,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Помидорофф,пиццерия,Кафе; Пиццерии; Доставка еды,"2-я Институтская улица, 24",1 этаж,141005,30-й м-н,,Мытищи,Мытищи городской округ,Московская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,3.9,18,89031304063 (служба доставки),,,,,http://www.pomidoroff-pizza.ru,,,,https://vk.com/pizza_pomidor,https://wa.me/79031304063,,,,,,,,70000001025946603,55.930134,37.794551,4504235295631540,,,1,70000001025946602,Помидорофф,пиццерия,Пиццерии,pizza,3,48,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001025946603,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Чайхауз,чайхана,Кафе; Банкетные залы,"улица Гагарина, 37",2 этаж,142001,Северный м-н,,Домодедово,Домодедово городской округ,Московская область,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-22:00,+03:00,2.5,16,89858866338,,,,,http://чайханачайхауз-дмд.рф,,,,,https://wa.me/79858866338,,,,,,,,70000001019290074,55.451248,37.745998,4504235283108306,ТЦ Форус,,1,70000001018615678,Чайхауз,чайхана,Банкетные залы,food_restaurant,2,34,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001019290074,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Шашлычный рай,,Кафе; Быстрое питание; Доставка еды,"улица Михалевича, 120а",,140108,,,Раменское,Раменский муниципальный округ,Московская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,5,89851671015 (директор),89779498343,,,,http://shashlichniyrayram.taplink.ws,,,,,https://wa.me/79779498343,,,,,https://t.me/ShashlRay,,,70000001087300440,55.546898,38.282209,70030076655513039,,,1,70000001063819958,Шашлычный рай,,Быстрое питание,fastfood,3,27,2025-09-10T17:07:02Z,,0,32,https://2gis.com/firm/70000001087300440,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Шашлык на углях,кафе,Кафе; Доставка еды,"Шоссейная улица, 4",,141073,Валентиновка м-н,,Королёв,Королёв городской округ,Московская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,5.0,4,89200475555,,,,,,,,,,https://wa.me/79200475555,,,,,,,,70000001087092702,55.915414,37.888105,70030076747993995,,,1,70000001087092701,Шашлык на углях,кафе,Доставка еды,cafe,2,16,2026-02-06T17:10:40Z,,0,32,https://2gis.com/firm/70000001087092702,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Ором,кафе,Кафе,"Ярцевская улица, 22 ст1",цокольный этаж,121351,,Кунцево,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.0,4,89250881967,,,,,,,,,https://vk.com/id856418913,,,,,,,,,70000001080039898,55.738249,37.413808,4504235282625523,,,1,70000001080039897,Ором,кафе,Кафе,cafe,1,21,2026-05-12T08:52:52Z,,0,32,https://2gis.com/firm/70000001080039898,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Brigitte,элитное кафе,Кафе,"Кутузовский проспект, 48",2 этаж,121108,,Фили-Давыдково,Москва,,Москва,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,,,84952113353,89852113353,,,,,,,,,https://wa.me/79852113353,,,,,,,,70000001100218777,55.731605,37.486764,4504235282620769,Времена года,4504694864913857,1,70000001100218776,Brigitte,элитное кафе,Кафе,cafe,1,25,2026-04-02T13:49:49Z,,0,32,https://2gis.com/firm/70000001100218777,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кафе,,Кафе,"улица Зои и Александра Космодемьянских, 23",2 этаж,125130,,Коптево,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,89660101881,,,,,,,,,,,,,,,,,,70000001104555793,55.824194,37.518162,4504235282550925,РЦ Рассвет,70030076335070783,1,70000001104555792,Кафе,Кафе,Кафе,cafe,1,21,2026-05-21T12:21:28Z,,0,32,https://2gis.com/firm/70000001104555793,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Море мяса,кафе,Кафе; Доставка еды,"Лешково деревня, 61",,143581,,,,Истра муниципальный округ,Московская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.9,14,89153662525,,,,,,,,,,https://wa.me/79153662525,,,,,,,,70000001037355234,55.812862,37.109854,70030076180916255,,,1,70000001037355233,Море мяса,кафе,Доставка еды,cafe,2,27,2026-06-08T14:32:17Z,,0,32,https://2gis.com/firm/70000001037355234,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
