Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Италония,ресторан,Кафе; Рестораны; Доставка еды; Банкетные залы,"Южнобутовская улица, 69",1 этаж,117042,Чёчера м-н,Южное Бутово,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.4,24,84957146666 (служба доставки),84957144444,,,,http://италония.рф,,,,https://vk.com/restoran_italoniya,https://wa.me/79036280100,https://wa.me/74957144444,,,https://t.me/restoran_italoniya,https://t.me/+79036280100,,70000001044017149,55.535289,37.527845,4504235282772871,,,1,70000001044017148,Италония,ресторан,Рестораны,food_restaurant,4,51,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001044017149,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Плов центр,чайхана,Кафе; Доставка еды,"улица Маршала Катукова, 17 к1",1 этаж; вход с торца,123181,,Строгино,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (доставка с 9:00-22:00),+03:00,4.6,13,89253358881,89773318881 (служба доставки),,,,,,,,,https://wa.me/79253358881,,,,,,,70000001076684526,55.807921,37.408179,4504235282551726,,,1,70000001076684525,Плов центр,чайхана,Доставка еды,cafe,2,31,2026-05-27T09:18:03Z,,0,32,https://2gis.com/firm/70000001076684526,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Шоколадница,кофейня,Кафе; Доставка еды,"Прокшинский проспект, 9",1 этаж,108802,,Коммунарка,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,3.9,18,89645775890,,,,,http://shoko.ru,,,,https://vk.com/shokoru,,,,,https://t.me/shokomoscow,,,70000001091821317,55.591493,37.429505,70030076251873662,,,162,4504136498310300,Шоколадница,кофейня,Кафе,cafe,2,24,2026-06-26T08:12:00Z,,0,32,https://2gis.com/firm/70000001091821317,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Изи паб,кафе-бар,Кафе; Доставка еды; Бары,"улица Никитина, 2",3 этаж,108811,Первый Московский Город Парк жилой комплекс,Филимонковский,Московский,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.7,84,84953238777 (доп.166),,,,,http://easypub.ru,http://t.me/easypub_official,,,,,,,,,,,70000001054747358,55.604467,37.356407,70030076188410594,ТЦ Столица,70030076380706942,10,70000001017853230,Изи паб,кафе-бар,Доставка еды,bar,3,43,2026-04-21T14:42:08Z,,0,32,https://2gis.com/firm/70000001054747358,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Суши Мастер,суши-бар,Кафе; Суши-бары; Доставка еды,"Юбилейная улица, 6",1 этаж,141021,16-й м-н,,Мытищи,Мытищи городской округ,Московская область,Россия,Пн: 10:00-22:40; Вт: 10:00-22:40; Ср: 10:00-22:40; Чт: 10:00-22:40; Пт: 10:00-22:40; Сб: 10:00-22:40; Вс: 10:00-22:40,+03:00,4.9,160,88007075550,84994900379,5501 (единый номер: пн-вс 10:00-23:00),,,http://t.me/+6wOUwiciW0lkODIy,http://moskva.sushi-master.ru,http://max.ru/sushimaster_rus,,https://vk.com/sushi_mytischi,,,,,https://t.me/sushimaster_rus,,,70000001049897437,55.914225,37.718652,4504235318268225,,,29,70000001037659356,Суши Мастер,суши-бар,Суши-бары,sushi,3,21,2026-05-09T04:34:40Z,,0,32,https://2gis.com/firm/70000001049897437,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Мультифуд,кафе,Кафе,"Ставропольская улица, 41",1 этаж,109559,,Люблино,Москва,,Москва,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,5.0,1,84993918691,,,,,,,,,,,,,,,,,70000001083443313,55.681944,37.780056,4504235282597652,,,1,70000001083443312,Мультифуд,кафе,Кафе,cafe,1,20,2025-09-09T14:00:03Z,,0,32,https://2gis.com/firm/70000001083443313,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
АндерСон,семейное кафе-кондитерская,Кафе; Доставка еды; Кондитерские изделия,"Дубравная улица, 34",1 этаж,125368,,Митино,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.7,202,89163211616,84951323315,,,,http://cafe-anderson.ru,,,,https://vk.com/anderson_ladya_mitino,https://wa.me/74952219363,,,,,,,70000001030310776,55.846399,37.358652,4504235282981575,ТРЦ Ладья,4504694871688249,24,4504136498599643,АндерСон,семейное кафе-кондитерская,Кафе,cafe,3,46,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001030310776,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Al parco bistro,кафе,Кафе,"улица Липовый парк, 10а",1 этаж,108801,,Коммунарка,,,Москва,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-24:00,+03:00,3.7,49,89996633994,,,,,http://alparco.ru,,,,https://vk.com/al_parcobistro,,,,,https://t.me/alparcobistro,,,70000001062481646,55.568016,37.486332,4504235282731512,,,2,70000001062481645,Al parco bistro,кафе,Кафе,cafe,1,29,2026-01-14T10:36:44Z,,0,32,https://2gis.com/firm/70000001062481646,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Wokandpizza,кафе,Кафе; Быстрое питание,"Севастопольский проспект, 54г",2 этаж,117342,,Коньково,Москва,,Москва,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,5.0,2,89299316707,,,,,http://wokandpizzamsk.ru,,,,,,,,,,,,70000001105735696,55.645859,37.560715,4504235282716137,,,1,70000001105735695,Wokandpizza,кафе,Быстрое питание,fastfood,2,24,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001105735696,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Gagawa,кафе,Кафе,"Международная улица, 12",3 этаж,143401,,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.6,26,89683205505,,,,,http://gagawa.ru,,,,https://vk.com/gagawa_russia,,,,,,,,70000001082645092,55.821003,37.386752,4504235283115415,Vegas,4504694860633546,29,70000001028899420,Gagawa,кафе,Кафе,cafe,1,17,2026-07-06T13:25:36Z,,0,32,https://2gis.com/firm/70000001082645092,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Славия,кафе,Кафе,"Ярославское шоссе, 44",2 этаж,129337,,Ярославский,Москва,,Москва,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00,+03:00,4.8,4,84957887272 (доп.4636),,,,,http://maximahotels.ru,,,,https://vk.com/maxima_hotels,,,,,,,,70000001022313814,55.863886,37.701662,4504235282580615,,,1,70000001022313813,Славия,кафе,Кафе,cafe,1,25,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001022313814,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Очаг,кафе,Кафе; Доставка еды; Караоке-залы; Банкетные залы,"Флёрова улица, 3",1 этаж,143912,Балашиха-1 м-н,,Балашиха,Балашиха городской округ,Московская область,Россия,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-05:00; Сб: 12:00-05:00; Вс: 12:00-24:00,+03:00,4.5,13,89800009993,,,,,,,,,https://vk.com/club217459113,https://wa.me/79800009993,,,,,,,70000001006544965,55.795353,37.928996,4504235282921043,,,1,70000001006544966,Очаг,кафе,Кафе,karaoke,4,42,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001006544965,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Бахор,чайхана,Кафе; Доставка еды,,,141407,Новые Химки м-н,,Химки,Химки городской округ,Московская область,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,4.5,4,89683354040,89663885380,,,,,,,,,https://wa.me/79663885380,,,,,,,70000001044974176,55.887262,37.422205,4504235283033906,,,1,70000001044974175,Бахор,чайхана,Доставка еды,cafe,2,22,2026-03-25T08:38:51Z,,0,32,https://2gis.com/firm/70000001044974176,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Местный Японец,кафе,Кафе; Рестораны; Доставка еды; Суши-бары; Банкетные залы,"60-летия Октября проспект, 25 к1",1 этаж,117292,,Академический,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.6,31,89891151321,,,,,http://mestnyapon.ru,,,,https://vk.com/mestnyyyaponets,,,,,https://t.me/mestnyapon,,,70000001078781300,55.691074,37.576253,4504235282570748,,,1,70000001064653715,Местный Японец,кафе,Рестораны,food_restaurant,5,37,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001078781300,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Royal,кафе-бар,Кафе; Караоке-залы; Бары,"Железнодорожная улица, 1",,141402,Старые Химки м-н,,Химки,Химки городской округ,Московская область,Россия,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-03:00; Сб: 10:00-03:00; Вс: 10:00-02:00,+03:00,5.0,3,89265473007,,,,,,,,,,,,,,,,,4504127915495502,55.893161,37.453278,4504235282947952,,,1,4504136499264875,Royal,кафе-бар,Караоке-залы,karaoke,3,27,2026-03-26T11:21:47Z,,0,32,https://2gis.com/firm/4504127915495502,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Пельмени панда,кафе,Кафе,"улица Ленинская Слобода, 19",1104 офис; 1 этаж,115280,,Даниловский,Москва,,Москва,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+03:00,5.0,2,,,,,,,,,,,,,,,,,,70000001114297377,55.709092,37.653703,4504235282623477,,,1,70000001114297376,Пельмени панда,кафе,Кафе,cafe,1,4,2026-05-18T11:47:22Z,,0,32,https://2gis.com/firm/70000001114297377,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Розмарин,кафе,Кафе,"Московский проспект, 54а",,141207,,,Пушкино,Пушкинский городской округ,Московская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,,,89853340858,,,,,,,,,,,,,,,,,70000001114157440,56.000586,37.859652,4504235283033956,ТЦ МосАнжелес,,1,70000001114157439,Розмарин,кафе,Кафе,cafe,1,0,2026-05-18T11:39:10Z,,0,32,https://2gis.com/firm/70000001114157440,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Parfe,кафе,Кафе; Доставка еды,"улица Каховка, 25",1 этаж,117461,,Зюзино,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.6,37,89857551197,,,,,,,,,,https://wa.me/79773222145,,,,,,,70000001057150938,55.655184,37.573898,4504235282584662,,,1,70000001057150937,Parfe,кафе,Кафе,cafe,2,41,2026-03-17T10:33:07Z,,0,32,https://2gis.com/firm/70000001057150938,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Самса №1,чайхана,Кафе; Доставка еды,"Красногорский бульвар, 4Б/4",,143401,Павшинская пойма м-н,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.4,7,89266981996,89328880489,,,,,,,,,,,,,,,,70000001060106970,55.817474,37.35963,70030076356883071,,,1,70000001060106969,Самса №1,чайхана,Кафе,cafe,2,21,2026-05-15T10:33:29Z,,0,32,https://2gis.com/firm/70000001060106970,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Время есть,кафе,Кафе; Столовые,"Ленинградское шоссе, 71г",1 этаж,125445,,Левобережный,Москва,,Москва,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00,+03:00,,,89252048066,89932582120,,,,,,,,,,,,,,,,70000001083243212,55.87647,37.447584,4504235282548926,ТЦ METRO,,1,70000001083243211,Время есть,кафе,Кафе,food_service,2,15,2026-01-26T18:44:23Z,,0,32,https://2gis.com/firm/70000001083243212,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"проспект Героев, 13",1 этаж,143980,Железнодорожный м-н,,Балашиха,Балашиха городской округ,Московская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.9,107,89653549211,,,ger0ev13@yandex.ru,,http://zdrastecafe.ru,,,,https://vk.com/zdrastecoffeebar,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001092603119,55.73815,38.003185,70030076435653043,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,47,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001092603119,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pronto pizza,итальянское кафе,Кафе; Пиццерии; Доставка еды,"Подмосковный бульвар, 9",2 этаж,143401,Павшинская пойма м-н,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-24:00,+03:00,4.4,86,89261160443,,,,,http://pronto24.ru,,,,https://vk.com/pizzapronto,,,,,https://t.me/pronto_pizza,,,70000001029215165,55.821805,37.369339,4504235282955434,,,12,4504136498375300,Pronto pizza,итальянское кафе,Пиццерии,pizza,3,46,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001029215165,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Ли,кафе вьетнамской кухни,Кафе; Доставка еды,"Рязанский проспект, 30 к2",3 этаж; на фудкорте,109377,,Рязанский,Москва,,Москва,Россия,Пн: 10:30-21:00; Вт: 10:30-21:00; Ср: 10:30-21:00; Чт: 10:30-21:00; Пт: 10:30-21:00; Сб: 10:30-21:00; Вс: 10:30-21:00,+03:00,4.5,21,84959246888,89859246888,,lee@lee.com,,http://kafe-li.ru,,,,,https://wa.me/79859246888,,,,,,,70000001105719826,55.718129,37.783653,4504235282583188,ТЦ Рязанский,70030076483071383,3,70000001035399888,Ли,кафе вьетнамской кухни,Кафе,cafe,2,11,2026-07-03T10:45:23Z,,0,32,https://2gis.com/firm/70000001105719826,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Осиё,чайхана,Кафе; Доставка еды,"Гарибальди улица, 24 к2",цокольный этаж,117393,,Обручевский,Москва,,Москва,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.7,9,89685019494,,,,,,,,,,https://wa.me/79685019494,,,,,,,70000001058808322,55.67197,37.547919,4504235282568508,,,1,70000001058808321,Осиё,чайхана,Доставка еды,cafe,2,38,2026-03-24T11:41:53Z,,0,32,https://2gis.com/firm/70000001058808322,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Шаурма и Чайхана,кафе,Кафе; Быстрое питание,"Можайское шоссе, 9",1 этаж,121471,,Можайский,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,3,89670757070,,,,,,,,,,https://wa.me/79670757070,,,,https://t.me/+79670757070,,,70000001111612773,55.72113,37.438141,4504235282619999,,,1,70000001111612772,Шаурма и Чайхана,кафе,Быстрое питание,fastfood,2,18,2026-07-02T20:32:10Z,,0,32,https://2gis.com/firm/70000001111612773,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
